WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts,LbrHrs,PartsCost,Payment,Wait,LbrRate,LbrCost,LbrFee,PartsFee,TotalCost,TotalFee,ReqDay,WorkDay
A00561,Southeast,Cartier,Assess,,03-Apr-21,27-Apr-21,1,,,0.75,21.33,Account,24,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Mon,Fri
A00562,Northwest,Burton,Assess,,03-Apr-21,11-May-21,2,Yes,,1.0,304.51,C.O.D.,38,#REF!,#REF!,#REF!,304.51,#REF!,#REF!,Mon,Thu
A00563,Northeast,Khan,Assess,Yes,03-Apr-21,11-May-21,1,,,0.5,36.34,Account,38,#REF!,#REF!,#REF!,36.34,#REF!,#REF!,Mon,Wed
A00564,East,Ling,Assess,,05-Apr-21,14-Apr-21,2,,,0.5,21.33,Account,9,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Mon,Mon
A00565,North,Ling,Replace,,05-Apr-21,23-Apr-21,2,,,0.5,392.02,C.O.D.,18,#REF!,#REF!,#REF!,392.02,#REF!,#REF!,Mon,Tue
A00566,North,Ling,Assess,,05-Apr-21,29-Apr-21,1,,,0.25,151.79,Account,24,#REF!,#REF!,#REF!,151.79,#REF!,#REF!,Tue,Fri
A00567,Northwest,Cartier,Assess,,05-Apr-21,12-May-21,1,,,0.25,30.11,Account,37,#REF!,#REF!,#REF!,30.11,#REF!,#REF!,Tue,Mon
A00568,East,Ling,Replace,,05-Apr-21,17-May-21,2,,,0.75,13.36,C.O.D.,42,#REF!,#REF!,#REF!,13.36,#REF!,#REF!,Tue,Thu
A00569,Central,Cartier,Repair,,05-Apr-21,15-Jun-21,1,,,4.25,21.33,Account,71,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Tue,Tue
A00570,East,Ling,Assess,Yes,06-Apr-21,07-May-21,1,,,0.75,21.33,C.O.D.,31,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Tue,Thu
A00571,East,Ling,Deliver,Yes,06-Apr-21,10-May-21,1,,,0.25,21.6,Account,34,#REF!,#REF!,#REF!,21.6,#REF!,#REF!,Tue,Tue
A00572,Southeast,Burton,Deliver,Yes,06-Apr-21,20-May-21,1,,,0.25,108.96,C.O.D.,44,#REF!,#REF!,#REF!,108.96,#REF!,#REF!,Wed,Wed
A00573,West,Khan,Deliver,,06-Apr-21,25-May-21,1,,,1.75,342.6,C.O.D.,49,#REF!,#REF!,#REF!,342.6,#REF!,#REF!,Tue,Tue
A00574,Southwest,Khan,Assess,,06-Apr-21,27-May-21,2,,,0.75,40.0,P.O.,51,#REF!,#REF!,#REF!,40.0,#REF!,#REF!,Tue,Thu
A00575,Northeast,Khan,Replace,,06-Apr-21,29-Jun-21,1,,,0.25,259.2,C.O.D.,84,#REF!,#REF!,#REF!,259.2,#REF!,#REF!,Tue,Tue
A00576,North,Ling,Deliver,Yes,07-Apr-21,14-Apr-21,1,,,0.25,259.2,C.O.D.,7,#REF!,#REF!,#REF!,259.2,#REF!,#REF!,Wed,Wed
